name,summary
"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY","The Homewood Suites Hilton on 37th St. is in the perfect location if you are going to MSG. The staff was friendly, helpful, and went beyond the call of duty whenever asked. The breakfast was bountiful and delicious and the staff were friendly and efficient. The room was clean and comfortable. The hotel is a great location for families to explore the city as it is walking distance to many of the main attractions and Penn Station is only a short walk away. Breakfast had many hot and cold options and even supplied 'take out' boxes to fill up if you wanted to take anything extra for the day. Booking.com didn't check us in straight away as they spent one hour thirty minutes trying to figure out if we made payment. They only managed to give me one room I paid for and issued a lower grade room as the second room. On checking out they tried to charge my card which I asked them shouldn’t it be them refunding me the $100 they took during check in. Hot beverages available 24/7 in the hotel reception area. Great location near Madison Square Garden and other touristic sights. Kitchenette in the room was very useful and it was pretty quiet given the location, which may have been because we were on a high floor. Free breakfast was a bonus too! Homewood Suites NYC is a great location for sight seeing and subway travel. The rooms are big for New York City standards, but the sofa bed could be better. The location is great, easy to get around and the staff are friendly and helpful. The hotel has great facilities and it’s more convenient for tourist like me. Homewood Suites Midtown/Times Square is located close to both Herald Square and Times Square. Great location on a quite block 8th/37th. Wednesday evening cocoa and hot soup reception. Customer Service: The ENTIRE staff from check in to check out (shout out to Juan)"
Motto by Hilton New York City Chelsea,"Motto is located in the heart of Manhattan, between 6th and 7th Ave. Nearest subway at 23rd street just 1 block away too with various uptown and downtown routes. The 42nd floor view gives vista across Lower Manhatton. Free Wi-Fi worked everywhere in the hotel and rooms and premises were immaculately clean. Motto was an outstanding choice for our long weekend in NY over Thanksgiving. Our stunning view of lower Manhattan from the 42nd floor morning and night was the ultimate start and end to each day. Housekeeping was fully on point and diligent although the h/k staff kept forgetting to leave a spare toilet roll (biggest complaint which is nothing I know) The view really made the stay and the trip for us! Rooms are comfortable and nicely decorated, though very small by US standards. Main drawbacks for us was the destination fee - $30 a night with $10 credit to use in the hotel restaurant. Staff were friendly but not all that efficient for an older couple. The food is fantastic, the cocktails divine...10/10 would absolutely recommend!  - Great hotel in a wonderful location. The rooms are small, but we had a great room on the 36th floor. The only downsides are: no coffee/tea in the room, no refrigerator, and the shower lost all hot water a couple times. Motto by Hilton New York City Chealsea is located in the heart of New York (NY) United State.room rates $155  per night (USD) price match... ChealseA is a great area to stay. It is so Central everything. It's near the meatpackingdistrict. With fantastic dining options. And is close to greenwhich village. The hotel is a 3-mile walk to Central Park and NBC studios. The food, service and range of drinks available is great. The views from the room are quite possibly the best in NY. The rooms are incredibly comfortable and have everything you require including a super comfy bed. The best part of Motto is Lulla! The hotel was amazing. Tons to do in the surrounding area!  We did a good tour, ate at some great restaurants, went in the summit and even a ghost tour. The drinks/food were pricey and we’d have gone elsewhere had we not received a $10 food voucher. The hotel were fair with their compensation following the 2 fire alarms. The view.. is just breathetaking!! 38th floor. Clean and neat room. Perfect place to stay. whenever come back to New York, will stay in Motto surely. - It was fine in general however it's not a 5-star residence. Didn’t get a decent sleep in 5 nights."
Arlo SoHo,"The hotel was immaculately clean and in a safe and accessible area. The staff was AMAZING. Edwyn and Ivan were particularly helpful with bag storage. The rosemary mescal margarita was totally original,  smokey, herbal and subtly sweet. The hotel is gorgeous, very clean, the bed is very comfortable, and all the staff (especially Alejandro) were superb. We really enjoyed spending time at the speakeasy bar, and the bodega was great for early morning coffees. The Arlo Soho is in a great location with some fabulous bars and restaurants to explore. The Arlo SoHo hotel is a great place to stay for a romantic getaway. The front desk staff are all amazing, but especially Edwyn, Danny, and Ivan. The service in Bodega was 2nd to none. The team are fantastic. Rooms comfortable and clean. The staff at the Arlo are very friendly and helpful. Rooms are quiet. Lighting and outlets are good. Hotel is close to two subway stops on Canal St. Lots of good restaurants close by. The location is wonderful, right by Soho and the train. However, the best part of this hotel is the staff; their customer service is superb. Arlo SoHo Hotel achieves excellence, thanks to standout staff members Ivan, Danny, and Alejandro. Ivan's seamless check-ins set a positive tone, while Danny's dedication and recommendations enhance the guest experience. Alejandro's exceptional service, from personalized assistance to genuine hospitality, adds a memorable touch. n was there to help me bring up my luggage to my room, then he recommended 3 great restaurants,  and he also helped me organize transportation to the airport. He's truly amazing! -  -       -      –  "
The Bryant Park Hotel,"The Bryant Park Hotel is my favorite place to stay in NYC. The rooms are comfortable and well-furnished. The location is ideal in mid-town. The front desk team who helped us was amazing the entire time and Jo was incredible. The hotel is beautiful, and the rooms are so spacious and bright. The Bryant Park Hotel is located just off 5th avenue and in the heart of midtown New York. The rooms are great, as are the bar and restaurant. The location is phenomenal. The hotel bar is very nicely set up and the restaurant had good quality food. The hotel is located right at the heart of 6th Ave at 40 St which s perfect for all major attractions. The staff were friendly and the room was spacious and clean. The location was so perfect for everything we needed to do. Just a quick walk to the Museum of Modern Art, Central Park and plenty of shopping and restaurants. The BPH is the best hotel in NYC. The rooms are clean and very spacious. The location is perfect regardless the time of year you are visiting. The staff are the nicest, caring, helpful people you will ever meet. The restaurant and bar were closed on Christmas day so we didn't get to try those. The Bryant Park Hotel is located in the heart of New York City. The hotel is centrally located for the Christmas Markets and Skating Rink, The NY Public Library etc. The staff were superb during our stay and particularly wanted to thank Larry Houseman who helped us our last evening with food. The Bryant Park Hotel is excellent, its location is perfect, adjacent to Bryant Park, excellent location, between 5th and 6th avenues, in the center of the city and the entertainment center. The hotel is in fantastic situation for a tourists holiday - central for everything - this place has it all! Bryant Park Hotel is in the best location for a holiday visit. You can walk to everything including having the Winter Village right across the street. The front desk staff made our birthday extra special with hand signed cards, balloon and a bottle of Prosecco. The room and hotel itself could use some updating and repairs. The Bryant Park Hotel is in the best location on Bryant Park. Rooms were larger than normal for New York. The downstairs bar had a great vibe to it. We will definitely return to The Bryant Park Hospitality. -  ""Fantastic hotel and in thebest location on Bryant Park"""
Pod Times Square,"The room is small and basic as it is low budget, but you get everything you need. The staff are very helpful and friendly. The location is fantastic: right beside multiple restaurants, a corner store, and within walking distance to iconic spots like Rockefeller Center and popular shopping spots (Nintendo store, Hershey store, Disney store)  Pod Times Square is a great location for walking to either the Javits Convention Center or Times Square. The staff is also so accommodating. The room was clean, comfortable and had everything I needed. The location is awesome, and overall I`m never dissapointed by this hotel. The room was comfortable for such a small space. Daily room service never happened, even when requested. The overall experience with employees and cleaning was good. The room was OK, but it really is a sardine can. Don't expect any frills. The staff was super friendly and efficient. The restaurant staff was also super friendly. The rooms are good and the staff are friendly and accommodating. The location is perfect as starting point to go everywhere, but a little noisy even when the window is closed. The bathroom and shower are gorgeous but the room is not properly clean. The shower was nice with built in shampoo, conditioner and body wash. The Pod Times Square is a good hotel for the price. The rooms are small but clean and the location is central to everything. The beds are somewhat uncomfortable, putting in requests for no housekeeping and still experiencing attempts for housekeeping (no, there was no door sign to put up), and for a confirmed late checkout to be ignored. The beds were horribly hard on our backs and the pillows were rice paper thin. The shower is very slippery, falls definitely a possibility. Only, I mean only positive was the location. Never again. Recommend 10/10 - Only only positive is location.  -  -"
Tempo by Hilton New York Times Square,"The rooms are a bit small but they make the most of the limited space and they were very clean. The drinks were well made and the wings and breakfast foods were delicious. The bar is a bit expensive but that was to be expected. The entire staff was warm,bubbly and friendly, even my business partner was exceptionally pleased. The staff is absolutely incompetent. We booked and paid on 15th November (1.5 months in advance) for the corner room with the New year Ball view. The price for this view for 1 night is more than 2000 USD. The front desk personnel were rude to anyone who asked for an update on when the room would be ready. Tempo NY Hilton Times Square is located in prime Times Square location. Hotel has a great bar and is centrally located in the heart of the city. Hotel is located near Times Square and is close to the New York Times Square subway station. The hotel has a beautiful lobby which gave us a big lift from our damped spirits. The Tempo is right in the middle of Times Square. The rooms are very small for high prices. The food is great, hotel is gorgeous, and the staff are super friendly. The only downside to my stay was on arrival at the airport to depart, when checking out of the room and asking to leave my bags in reception. Tempo is located right in the heart of Times Square, on 47th and Broadway. Location is perfect, close to major attractions that are all within walking distance. Staff were friendly and so helpful, and understanding to our every need. The wifi is not premium high speed at all, so - Best hotel experience ever! The hotel was fantastic. David, with the Bell Team, was phenomenal. He let us know exactly when we needed to head out for our flight. He had a car waiting for us and quoted us a fair fare, less than Uber. The only feedback I have for the hotel is provide your guests with access to water in every room. The other thing is definitely not enough staff at the chec Hotel is hip, classy and ultra comfy. Great charisma and charm - hotel was an amazing stay!  - Tempo is the best!! Every staff member is so happy to see you all the time. The location is impeccable with amazing views and even better customer service."
Pod 51 Hotel,"The rooms are a little small but very very clean and basic. The beds are comfy, warm and the pillows are dreamy! Bathroom is clean and all we needed. The window into the bathroom is odd, and you do have to avoid accidentally seeing through to whoever is using the toilet. The room was about the size of an oversized closet. The hot water was extremely and dangerously hot. The mattresses were too firm for all of us. The Pod we stayed in was in a separate brownstone walk up. The manager's attitude was rude and unhelpful. The Pod 51 is located very centralised and the staff were very kind. The rooms were small and the bathrooms were communal but everything was clean and accommodating. The only negative were pillows were basic and the private bathroom was tiny. All in all would stay again.  - Dirty rooms with cockroaches - do not stay there. Location is amazing, Radio City, Time Square, Central Park and many other things are walkable, or easy with the subway. Rooms are quite small, perfect for solo travellers. Location is good if you want to walk around the    location. Staff was very friendly and helpful though.  Pod51 is a small hotel in Manhattan, New York City. The rooms are small, but the value of the hotel is excellent. The hotel is close to 5th avenue and central park and felt safe. The room was dark and very noisy, and the heating was not turned up."
Hotel Riu Plaza New York Times Square,"Riu Plaza is located in the heart of Times Square. Staff are excellent very polite and always happy to help. The hotel is well located and a quick walk to Times Square and various subway lines. Hotel is stunning and very clean. The breakfast buffet had an am am am breakfast buffet. The RIU plaza times square is located in the heart of New York City. The hotel is located near the theater, restaurants and markets. The view from the hotel is terrible and the bed has no comforter. The free breakfast is a joke, we are crammed like sardines. The hotel is in a great location, close to restaurants, bars and Times Square. The rooms are a little on the small side but everything you need in a room. Although no tea/coffee making facilities. The bar staff were not at all friendly just rude and would not encourage you to sit there and have a drink. The most amazing hotel in the best location. Central to times square 10/10 and only a short walk to everything. Staff friendly and helpful. Rooms good size. Breakfast was fab.  Bar and coffee bar attached also good - Riu review 0/10. The hotel itself was extremely clean and the staff were so polite. Location is excellent with plenty to do within walking distance. Room was comfortable with a good mattress, unfortunately New York never sleeps so expect some noise in the night/early hours. Breakfast buffet included in the package and has a generous selection of hot or cold food as well as cereal and fruit. Hotel Riu is located right on doorstep of Times Square. Staff are friendly, courteous and professional. Rooms are premier inn standard but half the size. Hotel is convenient near restaurants, public transportation, major Broadway theaters and walking distance from Rockefeller Center and Central Park. Hotel is located in between Times Square and Hells kitchen - so food and shopping covered! Hotel also has a cafe open until 9:30 pm for a nice cuppa and snack if you fancy. Hotel has a bar that closes later and a great location."
Park Central Hotel New York,"The Park Central Hotel offers spacious, light-filled rooms with luxurious bedding. The hotel staff is friendly and attentive to the needs of the guests. The elevator system is broken and guests are advised to use the service elevator while it is being repaired. The subway is the best deal in town and easy to use. The hotel is close to the center of New York City and is within walking distance to Times Square. The room was exceptionally clean, spacious for a city hotel with good amenities. The only complaint about this is the elevators, as there is a long wait every time to use them. Location was brilliant, close to Central Park, Times Square, Hell’s Kitchen etc! Staff are super friendly, welcoming and helpful. WiFi is good and included. Taxi availability was brilliant for leaving for the airport they are all lined up outside. Price was very reasonable for NYC  - luggage storage was secure and great to use. Park Central Hotel is located on 7th Avenue between Central Park and Times Square. The hotel is located in a great location not to far from things but quite enough to sleep at night, staff polite and alway willing to help. The elevators are a disaster! - Good locations, but significant issues. The hotel is in a great location, a short walk from everything and with numerous delis nearby. The staff were so friendly ( especially the bar staff ) and the room was clean and had the nice hotel smell. The only criticisms were that is was very poorly lit and there was no coffee machine. The Moma is located in a great location and is a short walk from the city centre. However, the hotel has a number of problems, including a lack of lifts. The hotel also has problems with the check in process and the staff are rude and condescending. To avoid - WORST EXPERIENCE EVER. AVOID AT ALL COST. Park Central Hotel was by New York standards very modern inside, very pleasantly surprised by the decor, good food and service, very clean and the location was amazing. The hotel rooms are clean but worn, light switch was hanging off, doors delaminating, carpet shrunk, bath plug didn't work etc. Beds were extremely comfortable however and on the 17th floor we had a semi decent view of the front. The rooms were mildly clean but the air conditioning didn't work and the rooms get very stuffy and hot. The lounge and its food restrictions wasn't guest friendly, most of the days it was roped off for Turkish Airlines. The mattresses are old (could feel springs) so even after a room change the issue remained. The same elevator that was out of service 2 years ago is still down."
Hyatt Grand Central New York,"The hotel is located in the Grand Central station building. The rooms are nice and modern with good but small bathrooms. The gym is located on the top floor and has a good selection of equipment and weights. On the 16th floor is the Commendore study, which is a blend of an executive lounge and a co-working space. Hotel is situated next to Grand Central Station and is the perfect location for seeing New York. Transport options are easily accessible (Train, Bus, Taxi or Uber) and if you like walking as we did we walked for miles. Good location staff on the door 24 / 7 so really safe. The hotel is not clean and has almost no amenities. The rooms do not include some necessities like toothbrushes. The hotel is old, run down and overall not nice to stay at. The 15$ voucher each day you would think to be a nice perk. Except when you see the cho.y at a time when I was doing some shopping near the hotel. Hotel is located next to the Grand Central Station, so it is easy moving in the city. Room are clean but the bed was small and the bathroom vanity and toilet need to be replace. Food in the market was nice (although pricey but everything is in the tourist areas of New York) Location is fantastic, walking distance to a number of sites including Time Sq, 5th Ave, Rockafeller etc. Services within the hotel was poor, lack of towels in room, rooms not cleaned. Staff was very rude the rooms are dated. I for one will never stay at a Hyatt again. The hotel is in a great location, just a few blocks from Central Park. Staff were rude and unhelpful. The $35 snacks and drinks was at best average with no variety. Not a hotel I would recommend if you have a special event planned. The destination fee is a scam. The rooms are average, but the cleanliness and furniture are excellent."
Moxy NYC East Village,"Hooray! Best ever! Love it! Hooray!! This hotel is awesome. Great beds. The light switches could be less confusing but maybe it’s because I am old and sometimes stoned. What a concierge! Everything I imagined. Thanks! - Fabulous and Fun. - Moxy East Village does not disappoint! The Moxy has a great vibe and interesting decor. Head of security is the best Moxy employee. The coffee shop and bar are great hang outs. The staff here are great and really helpful. The coffeeshop in The Moxy East Village is a perfect place to get a good cup of coffee. The Moxy has the best staff in NYC. The rooms were efficient but well appointed. The shower water pressure was like no other. The staff was very kind and attentive. For a family that wakes at different times having a quality cafe on premises was perfect. The pastries weee fresh and moist with flavor. The Moxy East Village is a great location between the East Village & Union Square. The bar downstairs is a fantastic space to hang out in, it feels like an extended living room. The rooms are efficient, though we had a bit of trouble with the blinds. The beds were comfortable, - Thanks Carmen and team!!! The Moxy East Village is located in New York's East Village. The hotel is located on the Upper East Side of Manhattan. The Moxy is a five-star hotel with a rooftop pool. The rooms are very clean and well looked after. The food is excellent and it was a perfect space for a meeting. East Village is a good location to stay when in Manhattan. Nikki on the front counter was awesome and very welcoming. We can't wait to visit again! - Trendy boutique hotelVery nice boutique hotel. Well appointed with trendy bar, cafe and sitting/socialising area."
The Knickerbocker,"The Knick is completely renovated, sleek and modern. Room service is very limited, but Charlie Palmers is very good. The rooftop is amazing. Location is convenient to most attractions. It is at times square near to my office. I enjoyed $50 credit for a nice breakfast at their cafe. I will go there again if I traveled to New York for work. The rooms were lovely, clean, comfortable and well furnished. Staff were very helpful. The rooftop terrace is lovely for a drink at night. The only thing I would change is providing coffee and tea facilities in the room as that would make a big difference in the mornings. The Knickerbocker is a classy gem in a perfect location with first class food and cocktails. The food from the restaurant was yummy and catered for a celiac. The room condition is really good, and the staff was VERY kind and excellent. The venue is completely beautiful and the service is so awesome!! I would absolutely recommend checking this hotel and rooftop out. The Knickerbocker is in the ‘Leading Hotels of the World’ group and markets itself as the only 5* hotel in Times Square. This is NOT a 5* standard hotel. The location is perfect for sightseeing. Housekeeping, the room was always immaculate on our return. The Knickerbocker is located in the heart of New York City. The hotel is close to Bryant Park, Grand Central station, Rockefeller Center, Empire State building and Joe's Pizza. The views from the roof top bar were spectacular. The rooms are very comfy and quiet, rooms are amazing."
Hotel Edison,"Hotel was near everything I wanted to be next to in the heart of Times Square. Loved the decor and service. Ice machine was next to my room and kept me up all night. Convenient onsite restaurants. Didn’t realize it was under construction till I got there.Perfect location for hotel, not for ice maker. Hotel Edison is a historical hotel, it is affordable, and it could not be situated in a more convenient part of Times Square. The rooms are very very clean and a great size compared to others near by. The Rum House offered great entertainment and bond 45 and friedmans offered great food!! Hotel Edison contributes to a great experience in Times Square. The hotel is on the affordable side, so the amenities were not necessarily a 'wow' factor, but the staff is very hospitable. The Grab & Go breakfast is a great option to bundle with the room! - Disappointing StayRoom changes and construction were a problem. Hotel Edison is in the heart of Time Square. The staff is amazing. The rooms are clean and updated. The only drawback of the hotel is its breakfast. It is not a buffet and doesn’t fill your stomach. It has deeply decreased our customer experience and will be the thing we will remember of this hotel. Location is exceptional. Staff is friendly and attentive. Breakfast vouchers are included as part of the nightly $40 fee, but I feel the charge is too high. Rooms are very clean and staff are very friendly especially Michelle (J) who was very helpful and gave us tips on where to go visit. Hotel Edison is located in the heart of the theater district. The rooms are very nicely appointed and the bed was extremely comfortable. The staff is friendly and extremely professional. The location is great for us as we was right next to everything - The Fabulous Hotel Edison!"
Ace Hotel New York,"Friendly staff, comfortable room. Slept like a baby in shear comfort. Clean-space- enjoyable- friendly front desk-non hassle. Great bed- soft pillows- great water pressure- lovely bath products. Safe hotel- ideal location- what’s not to love. The lobby at the Ace is very beautiful- lovely lighting & lots of cozy places to sit. The rooms had less amenities than our beloved Ace DTLA, but we were glad for the feather pillows & other trappings of familiarity that we love about The Ace. We had a perfect stay at the hotel. The location is great, everything was within walking distance from shops, to restaurants, to landmarks and the subway. Ace Hotel is in a very convenient area of Manhattan and rooms are large for NYC hotels. Staff are very friendly and helpful. Room was clean and a good size. Close to Penn station, it’s a great spot especially to stay away from Times Square  - Nice hotel in heart of midtown. The Ace Hotel New York offers a vibrant and trendy stay in the heart of the city. The industrial-chic decor, combined with attentive staff, creates a unique and inviting atmosphere. The rooms are well-designed with a mix of modern amenities and artistic touches. The on-site dining options and bar provide great culinary experiences. The Ace Hotel is in central New York City. The rooms are dark, small and not practical. The staff are friendly and the lobby is eclectic and charming. The location is great, but the rooms are not. The hotel is overpriced and the beds are not comfortable. Ace Hotel New York is located in a great neighborhood, surrounded by great places to eat and ease to get all over the city by subway. The staff is awesome and the rooms are clean and quiet. As always, no mistakes here. The room carries all you needs The lobby makes you liveable and young The location is perfect to go anywhere in the city. The decor is funky rooms. Up graded rooms and original artwork, fridges and turntables. The rooms are fully air conditioned. Fully accomodating staff. Neat and clean sorroundings. And also the restaurant  is so accessible and presentable."
"The New Yorker, A Wyndham Hotel","Location was great, the neighborhood was nice and lively, the hotel was only a few minute walk to the train station. The Tick Tock diner in the lobby was awesome for breakfast or a snack at the end of the day (try the Nutella and banana French toast; your taste buds will thank you) The rooms are a bit dated, but immaculately clean and very comfortable. The New Yorker Hotel is located in central New York City. It is in walking distance to Time Square, Broadway, Macy's, Bryant Park, Hudson Yards, Rockefeller Square, Empire State Building. The hotel is also right across the street from Penn Station which is great for getting to and from the airports and accessing the subway. The New Yorker has been our go to hotel in New York for several years. Location is perfect for getting to from the train and an easy walk to anything we could want. The hotel is very clean and well kept and some of the views are - Classic Hotel in a great location. The New Yorker boasts a fantastic location across the road from Penn Station and just minutes from Times Square and Macy's. The rooms are tired and dated and the carpets in rooms and halls need refreshing but the rooms, beds, and towels were spotless and cleaned daily. The hotel lobby is accessed via very grand revolving doors or extremely heavy doors which are near impossible if you have luggage. Location, price, room, restaurants and amenities were outstanding. I didn't realize the history of the hotel until I was there - such a cool history. As a woman traveling alone the security process and presence was incredibly comforting. The only thing I could ask to improved (in general) would be more gluten free (or even gluten conscious) meal options. The New Yorker Hotel is in a great location in New York City. The hotel is very outdated and the rooms are tiny. The shower just spat water at you and was like warm at best. No customer service and not releasing my pre authorised deposit! The location of the hotel is excellent with madison Square Gardens just across the road. The Wyndham New Yorker is a great place to stay in NYC. The rooms are dated but this adds to the delight of an older hotel. The location is excellent, next to penn street station and about a 20 min walk from time square. The tik tok diner adjoined to the hotel is amazing. The suite was bare. in the city.  paid a fortune for a 3 star suite. there was not even a box of tissues in the suite. There was nothing to sit outside.  why offer a balcony suite when you could not even see the city? "
Ameritania At Times Square,"The Ameritania is located near Times Square, Central Park, Rockefeller Center and the Theater District. The rooms are well-equipped with what you need for a stay in the city. The front desk and doormen were always friendly and helpful. The service was amazing by lipa, Mohammed, majid. Ameritania at Times Square is one of the best hotels I have stayed at. The room felt like a boutique hotel experience - we had two full beds and the room felt huge for NYC accommodations! The bathroom and shower were modern, lots of storage space in the closet, and the hotel came with a complimentary umbrella for use. Ameritania Times Square Hotel is located in the heart of New York City. The hotel is within walking distance of many ""must see"" NY spots. Hotel is clean and convenient to everything. The concierge is like family to me. He goes above and beyond to help with whatever we need. Angelo's around the corner is superb. The Ameritania is located in the heart of Manhattan near Central Park and Times Square. The hotel provided complimentary tea/coffee in the morning and bottled water. The staff was able to hold our bags prior to checking in which allowed us to explore without carrying our luggage. The rooms are clean and spacious. The hotel is located in the heart of New York City. Free coffee and tea in the lobby every morning. No machines in rooms but it’s easy enough to go get drinks and take them back to the rooms. No tea or coffee making facilities in the room. Room was so hot and the air con was louder than the traffic from outside. The hotel is located in a great and convenient location. The room is small as expected but the furniture is damaged, the mattress is old. The toilet did not flush properly and the shower has no door meaning water all over the floor no matter how careful you are. This is the slowest check-in I have had at a hotel in years."
Courtyard by Marriott New York Manhattan / Midtown East,"The HVAC system in this building is not properly functioning. Room was large to Manhattan standards, perfect and large king bed. Good Gym and relax lounge on 12th floor with very useful computer and printer available. Microwave was made available in the room on request (useful to avoid having to eat out every night) The staff was very rude and dismissive. I would never stay at this place again. Avoid it at all costs!! - A Great Hotel Experience in Midtown ManhattanWe travel to NY City frequently and this is our ""go to"" hotel. The prices are reasonable (for NY City) The rooms are definitely larger than the average Manhattan hotel room. The Courtyard Midtown NYC is one of the biggest hotels in NYC. The rooms are clean, tv is big, bedding nice! The staff here is just phenomenal! From the moment you walk in, to every time you pass by the front desk they are extremely friendly. The hotel was clean, location was superb, and the overall service was 5 star. The size of the room exceeded my expectations, since it's in Manhattan I wasn't expecting to get such a large room. The free 12th floor office space in the hotel was a crucial bonus to setting up our 400 person event nearby. The rooms are very large (which is rare in New York City) and the staff was so friendly and helpful. For breakfast they have their own Starbucks on the 12th floor! We will stay here again. - A Great ExperienceWhen I arrived, Julissa Diaz couldn’t have been more helpful. - Good room, great people! The staff was unanimously friendly, helpful, and understanding of this family of 5. The room was clean, the cleaning staff tucked in our toddler’s snugglies, we had a great view. The location was great for subway rides to Central Park and Penn Station, and walks to both neighborhood restaurants."
Paramount Hotel Times Square,"The rooms are small, they are basic, but they come with a lot of additional facilities,  A large tv with cable, and a variety. The hotel is ideal for exploring NY and just needing a bed for the night. The staff are not overly helpful, we had an issue with our air con unit (in their extreme humid heatwave) and we asked someone to look at it twice, and no one ever came! The Paramount is located in midtown Manhattan, 30 seconds from Times Square. The hotel is very centrally located, convenient to all the theaters and the restaurants on 8th and 9th Avenues. The reception staff are very pleasant and helpful. The single room is small and during the rest of the year would be no problem. Location is excellent, very close to Times Square. I stayed in a single room. Of course, it was small, but it was clean and convenient. The staff were very kind. I left my luggage bags in the hotel after checkout, and they charged only $3. Location is the only positive for this hotel. Rooms are small for a family of 4. Beds could have been slighly bigger. People were smoking quite a bit of weed in the hallways but it's New York City and that appears normal. - Skip it, not worth it in any way. The hotel benefits from it's proximity to Times Square (less than a block) Sadly the hotel amenities, which looked amazing from the hotel's website were not as advertised. The hotel bar is but doesn't open until 5 pm but the ""game room"" area has been walled off and is hotel storage.....The hotel doesn't seem to think the year is 2024. The rooms are tiny and are in desperate need of updating. The thermostat was useless, difficult to control and turn on/off. The plug sockets are awful, make sure you take a type B socket as otherwise the plug will fall out of the wall. The customer service was very professional, and the staff are bilingual. Shabby, dirty, noisy and expensive. It needs a refurb or a deep clean. The photos on the website must have been taken years ago and are very misleading. Stay away  -   stay away from this place. It's a bad idea to go there."
The Manhattan at Times Square Hotel,"Disappointing place to stay despite the location. Our room was extremely shabby with wallpaper coming off the walls and the curtains hanging off and dust everywhere. The non upgraded rooms are a bit more aged but we’re still clean. The hotel staff is great, but the actual hotel is blah and the walls are thin! - Trip of a lifetime became a nightmare. The Manhattan at Times Square has been my go-to spot to stay in the city for the past few years. The attached parking garage makes driving into the city a convenient and affordable option. The location of the hotel could not be more perfect if you're in town for a show, and the staff are consistently kind, helpful, and accommodating at all times. The hotel is overlooking the city and a short walk to Times Square. The rooms aren't huge but they are clean, cozy, and quiet. The bathtub dripped nonstop... literally - Perfect getaway. The hotel is so dated it’s not been updated in probably 70 years. The hotel is in need of repair and renovations. The staff were very nice. The room had old carpets and no controls for air and heat. I would give the hotel now a 2 ⭐️ star. It has potential due to the great location. Needs updating ASAP. The Manhattan at Times Square is a great place to stay in the center of Manhattan. The rooms were huge and the shower room was unbelievable. The staff were so friendly. The room was dull, dated and musty looking and smelling. Do not answer front desk or housekeeping calls, ever! The Manhattan at Times Square Hotel is listed as a 3 star - Appalling!!! Do not stay at this hotel. We booked 2 rooms and requested 10 months in advance  adjoining rooms as had 2 children. When arrived did not get. Told ‘sorry’ only a request. Would have moved hotels then and there but non refundable. The hotel is located in a great location in New York City. The rooms are dated but clean and comfortable. The room tax is $50 per night, which for the standard of accommodation is exorbitant. There are bed bugs and the housekeeping staff are not interested. Decent hotel for location. Outdated in rooms, breakfast is grab and go no real restaurant. Location is great too but do not believe the photos of rooms on the website. I think they may be the executive rooms. Our room was only surface dusted. Bath had large crack and was covered in marks. Carpets wrinkly. Overall very tired and worn. Needs a total freshen up."
Hilton New York Times Square,"The Hilton Times Square is a perfect location near Times Square. The rooms are spacious, well appointed and on floors 22 -44, so great views, particularly on the upper floors. Staff were all great, respectful and were always glad to assist; great team. The only downside was the price of a full breakfast; 50 USD (plus tax) The Hilton Times Square is located in the heart of New York City. The hotel is located near Times Square and the Rockerfeller Centre. The room is on the 24th floor and is spotlessly clean with 2 Queen size beds and a massive TV and fridge in our room. Ciro Alarcon was amazing with his great service and pleasant attitude. Rooms were incredibly clean with stellar views. Staff was polite, professional and very helpful. Hotel is situated in a great location. Would highly recommend this location for a one-of-a-kind Times Square stay. The Hilton Times Square is a lot like the gum on your shoe. You don't see it, but once you step on it, you just got to deal with it. Do you enjoy paying for random and hidden fee's or predatory pricing similar to those of ultra low cost, de-bundled style airlines? Come stay at the Hilton Timessquare in NYC and enjoy $21 coffee!!! The view from our room was fabulous, and the staff was competent and pleasant. The thermostat could not be adjusted high enough to be comfortable, and we were chilly most of the time. The room needed repainting, as there were many chips and scrapes, especially in the bathroom. Hotel room was clean and had everything needed. Windows were dirty so poor view from window. Lack of transparency with “resort fee” and “complimentary” $35/night to spend in hotel which you get charged for. $18 credit offered - didn’t even cover the cost of 1 drink, which when you’re paying nearly $500 for a room is disappointing. The staff at this Hilton are phenomenal in particular the breakfast and lobby bar. I would highly recommend selecting this hotel for your next visit to  New York City. The rooms are strangely large especially by New York city standards. Brown water running from the tap in my bathroom was absolutely disgusting, the color of sewer water! We were told it's hotel policy for early check-ins. This was a first for me - I have travelled to 32 countries and have not experienced this. We were told the room is ready but you can't check in unless you pay or you can wait 2 hours. Also, our room was not a king size."
